Postal Code,Place Name,Latitude,Longitude
0002,Helsinki,60.1756,24.9342
0003,Helsinki,60.1756,24.9342
0004,Helsinki,60.1756,24.9342
0006,Helsinki,60.1756,24.9342
0007,Helsinki,60.1756,24.9342
0010,Helsinki,60.1756,24.9342
0100,Helsinki,60.1685,24.9447
0101,Helsinki,60.1756,24.9342
0120,Helsinki,60.1667,24.9667
0121,Helsinki,60.1756,24.9342
0130,Helsinki,60.1628,24.9489
0131,Helsinki,60.1756,24.9342
0140,Helsinki,60.1756,24.9342
0141,Helsinki,60.1756,24.9342
0150,Helsinki,60.1756,24.9342
0151,Helsinki,60.1756,24.9342
0160,Helsinki,60.1658,24.9679
0161,Helsinki,60.1756,24.9342
0170,Helsinki,60.1756,24.9342
0171,Helsinki,60.1756,24.9342
0180,Helsinki,60.1612,24.9268
0181,Helsinki,60.1756,24.9342
0190,Helsinki,60.1756,24.9342
0191,Helsinki,60.1756,24.9342
0200,Helsinki,60.1756,24.9342
0201,Helsinki,60.1756,24.9342
0210,Helsinki,60.1756,24.9342
0211,Helsinki,60.1756,24.9342
0230,Helsinki,60.1756,24.9342
0231,Helsinki,60.1756,24.9342
0240,Helsinki,60.1756,24.9342
0241,Helsinki,60.1756,24.9342
0250,Helsinki,60.1756,24.9342
0251,Helsinki,60.1756,24.9342
0260,Helsinki,60.179,24.9279
0270,Helsinki,60.1756,24.9342
0271,Helsinki,60.1756,24.9342
0280,Helsinki,60.1756,24.9342
0281,Helsinki,60.1756,24.9342
0290,Helsinki,60.1756,24.9342
0300,Helsinki,60.1756,24.9342
0301,Helsinki,60.1756,24.9342
0310,Helsinki,60.1756,24.9342
0320,Helsinki,60.1762,24.9419
0321,Helsinki,60.1756,24.9342
0330,Helsinki,60.1925,24.8729
0331,Helsinki,60.1756,24.9342
0340,Helsinki,60.1756,24.9342
0341,Helsinki,60.1756,24.9342
0350,Helsinki,60.1756,24.9342
0351,Helsinki,60.1756,24.9342
0360,Helsinki,60.1756,24.9342
0370,Helsinki,60.1756,24.9342
0371,Helsinki,60.1756,24.9342
0380,Helsinki,60.1756,24.9342
0381,Helsinki,60.1756,24.9342
0390,Helsinki,60.1756,24.9342
0391,Helsinki,60.1756,24.9342
0400,Helsinki,60.1756,24.9342
0401,Helsinki,60.1756,24.9342
0410,Helsinki,60.1756,24.9342
0411,Helsinki,60.1756,24.9342
0420,Helsinki,60.1756,24.9342
0421,Helsinki,60.1756,24.9342
0430,Helsinki,60.1756,24.9342
0431,Helsinki,60.1756,24.9342
0440,Helsinki,60.1756,24.9342
0441,Helsinki,60.1756,24.9342
0500,Helsinki,60.1756,24.9342
0501,Helsinki,60.1756,24.9342
0510,Helsinki,60.1871,24.9484
0511,Helsinki,60.1756,24.9342
0520,Helsinki,60.1756,24.9342
0521,Helsinki,60.1756,24.9342
0530,Helsinki,60.1719,24.9591
0531,Helsinki,60.1756,24.9342
0550,Helsinki,60.1756,24.9342
0551,Helsinki,60.1756,24.9342
0560,Helsinki,60.1756,24.9342
0561,Helsinki,60.1756,24.9342
0570,Helsinki,60.1756,24.9342
0571,Helsinki,60.1756,24.9342
0580,Helsinki,60.1756,24.9342
0581,Helsinki,60.1756,24.9342
0600,Helsinki,60.1667,24.9667
0601,Helsinki,60.1756,24.9342
0610,Helsinki,60.1756,24.9342
0611,Helsinki,60.1756,24.9342
0620,Helsinki,60.1756,24.9342
0621,Helsinki,60.1756,24.9342
0630,Helsinki,60.1756,24.9342
0640,Helsinki,60.1756,24.9342
0641,Helsinki,60.1756,24.9342
0650,Helsinki,60.1756,24.9342
0660,Helsinki,60.1756,24.9342
0661,Helsinki,60.1756,24.9342
0670,Helsinki,60.1756,24.9342
0671,Helsinki,60.1756,24.9342
0680,Helsinki,60.1756,24.9342
0681,Helsinki,60.1756,24.9342
0690,Helsinki,60.1756,24.9342
0691,Helsinki,60.1756,24.9342
0700,Helsinki,60.1667,24.9667
0701,Helsinki,60.1756,24.9342
0710,Helsinki,60.1756,24.9342
0711,Helsinki,60.1756,24.9342
0720,Helsinki,60.1756,24.9342
0721,Helsinki,60.1756,24.9342
0730,Helsinki,60.1756,24.9342
0731,Helsinki,60.1756,24.9342
0740,Helsinki,60.1756,24.9342
0741,Helsinki,60.1756,24.9342
0750,Helsinki,60.1756,24.9342
0751,Helsinki,60.1756,24.9342
0760,Helsinki,60.1756,24.9342
0761,Helsinki,60.1756,24.9342
0770,Helsinki,60.1756,24.9342
0771,Helsinki,60.1756,24.9342
0780,Helsinki,60.1756,24.9342
0781,Helsinki,60.1756,24.9342
0800,Helsinki,60.1756,24.9342
0801,Helsinki,60.1756,24.9342
0810,Helsinki,60.1756,24.9342
0811,Helsinki,60.1756,24.9342
0819,Helsinki,60.1756,24.9342
0820,Helsinki,60.1756,24.9342
0821,Helsinki,60.1756,24.9342
0830,Helsinki,60.1756,24.9342
0831,Helsinki,60.1756,24.9342
0840,Helsinki,60.1756,24.9342
0841,Helsinki,60.1756,24.9342
0850,Helsinki,60.1756,24.9342
0851,Helsinki,60.1756,24.9342
